"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.MOVIE","Input.QUESTION1","Input.QUESTION2","Input.QUESTION3","Input.QUESTION4","Answer.MovieAnswer1","Answer.MovieAnswer2","Answer.MovieAnswer3","Answer.MovieAnswer4","Approve","Reject"
"3X2YVV51PUMIOPOG2GTLY1YQ1VS1WX","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3SNLUL3WO55L8C19QS15PCITKSTUL4","A3CJT6C1XWL7WQ","Approved","Sun Jun 11 14:37:48 PDT 2017","Sun Jun 11 14:38:08 PDT 2017","Mon Jun 12 14:38:08 PDT 2017","Mon Jun 12 09:23:38 PDT 2017","","","20","100% (1/1)","100% (1/1)","100% (1/1)","The Shawshank Redemption (1994)","Are there criminals in it?","Are witches part of the story?","Did it inspire a line of toys?","Did it make you cry?","Yes","No","No","No"
"33KGGVH24UZXDPT6CLP70KCXAXY1XQ","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3CN4LGXD5Y66RDETU1ZD6GMVUUA4YK","ADLYO655RWJUI","Approved","Sun Jun 11 14:38:55 PDT 2017","Sun Jun 11 14:39:09 PDT 2017","Mon Jun 12 14:39:09 PDT 2017","Mon Jun 12 09:22:59 PDT 2017","","","14","100% (12/12)","100% (12/12)","100% (12/12)","The Shawshank Redemption (1994)","Did it make you jump?","Did it spawn a catch phrase?","Did it stir up controversy?","Did it win a Best Picture award?","No","No","No","Unsure"
"3Q9SPIIRWJ4EID1GYZME92RT5PYAWU","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3RKNTXVS3NG5VVGQEVLX3U4OR36A4F","A1QQQPI1DJGTNK","Approved","Sun Jun 11 14:37:40 PDT 2017","Sun Jun 11 14:37:51 PDT 2017","Mon Jun 12 14:37:51 PDT 2017","Mon Jun 12 09:23:07 PDT 2017","","","11","100% (11/11)","100% (11/11)","100% (11/11)","The Shawshank Redemption (1994)","Did you like the ending?","Do you think it's funny?","Does it deal with racism?","Does it explore fringe culture?","Yes","No","Yes","Yes"
"3K3G488TR2QCSATDRUWR92TLPAG5QF","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3X4MXAO0BH693ELRQCD2TCCPB0TWRV","AZIDAF8SSJP2A","Approved","Sun Jun 11 14:36:32 PDT 2017","Sun Jun 11 14:41:07 PDT 2017","Mon Jun 12 14:41:07 PDT 2017","Mon Jun 12 09:23:04 PDT 2017","","","275","100% (20/20)","100% (20/20)","100% (20/20)","The Shawshank Redemption (1994)","Does it feature a determined female character?","Does it feature dancing?","Does it feature memorable music?","Does it have a cult following?","No","No","No","No"
"3JMQI2OLFZNMTQVEQ8MT3KM8XGRDN8","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3O7L7BFSHF72TFWHFPPNTE4YH05IEX","A3MAVVI8KQVM7J","Approved","Sun Jun 11 14:36:37 PDT 2017","Sun Jun 11 14:38:37 PDT 2017","Mon Jun 12 14:38:37 PDT 2017","Mon Jun 12 09:23:03 PDT 2017","","","120","100% (1/1)","100% (1/1)","100% (1/1)","The Shawshank Redemption (1994)","Does it have a famous cast?","Does it have a famous director?","Does it have a happy ending?","Does it have a lot of nudity?","Yes","No","Yes","No"
"3WRAAIUSBJHT7D6684I0BL50ER4AXN","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3E7TUJ2EGD44Q8PEF08QA3NAYYI9DD","A1G82VHHJAC1SC","Approved","Sun Jun 11 14:44:43 PDT 2017","Sun Jun 11 14:45:01 PDT 2017","Mon Jun 12 14:45:01 PDT 2017","Mon Jun 12 09:23:38 PDT 2017","","","18","100% (2/2)","100% (2/2)","100% (2/2)","The Shawshank Redemption (1994)","Does it have a memorable quote?","Does it have a popular soundtrack?","Does it have a sequel?","Does it have an award winning character?","Unsure","Unsure","No","Yes"
"3Y3CZJSZ9KBC4B8D49LRES3QLWI5RG","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3Y5140Z9DYY6Q6L7O35YNQ32V77PIP","AZIDAF8SSJP2A","Approved","Sun Jun 11 14:36:17 PDT 2017","Sun Jun 11 14:38:15 PDT 2017","Mon Jun 12 14:38:15 PDT 2017","Mon Jun 12 09:23:38 PDT 2017","","","118","100% (20/20)","100% (20/20)","100% (20/20)","The Shawshank Redemption (1994)","Does it have Mob connections?","Does it have wacky characters?","Does it involve a murder?","Does it involve advanced technology?","No","Yes","Yes","No"
"3OEWW2KGQJT4BBVQRNM6I9MDNQWDON","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3OE22WJIGJ6WZ9HMIX916YHNUYGUQT","A2CF515SFZOAXU","Approved","Sun Jun 11 14:38:22 PDT 2017","Sun Jun 11 14:38:41 PDT 2017","Mon Jun 12 14:38:41 PDT 2017","Mon Jun 12 09:23:06 PDT 2017","","","19","100% (6/6)","100% (6/6)","100% (6/6)","The Shawshank Redemption (1994)","Does it involve aliens?","Does it involve animals?","Does it involve college students?","Does it involve imprisonment?","No","No","No","Yes"
"385MDVINFCXPJ64KS5ZR21UCVCRWJV","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","31HQ4X3T3TS5TZ951N65AB05ZV9LSG","A3H8O4XH8VNL02","Approved","Sun Jun 11 14:44:48 PDT 2017","Sun Jun 11 14:45:08 PDT 2017","Mon Jun 12 14:45:08 PDT 2017","Mon Jun 12 09:23:00 PDT 2017","","","20","100% (5/5)","100% (5/5)","100% (5/5)","The Shawshank Redemption (1994)","Does it involve magic?","Does it make you think?","Does it remind you of your childhood?","Does it take place in North America?","No","Yes","No","Yes"
"30Z7M1Q8UY23SC5Y0W68VMO7NIV8AD","3H5SGK4YKOGD5FPV07UY2XFV7WLG2A","Categorize movies","For the given movie, we ask if it has certain attributes (e.g., is it a comedy?)","survey, attribute, movie, film","$0.02","Sun Jun 11 14:35:10 PDT 2017","1","BatchId:2832525;OriginalHitTemplateId:920937332;","300","86400","Wed Jun 14 14:35:10 PDT 2017","","","3W8CV64QJ3HL2OUG1WRG1O28QQBH9U","A2F93SIUUV5HQH","Approved","Sun Jun 11 14:45:35 PDT 2017","Sun Jun 11 14:46:05 PDT 2017","Mon Jun 12 14:46:05 PDT 2017","Mon Jun 12 09:22:58 PDT 2017","","","30","100% (2/2)","100% (2/2)","100% (2/2)","The Shawshank Redemption (1994)","Does someone die?","Does someone get betrayed?","Does the title have a person's name in it?","Has it won an Oscar?","Yes","Yes","No","Yes"
